uid,sex,age,question_de,PA_08,PA_02,PA_09,PA_06,PA_01,MT_07,MT_04,MT_02,MT_05,MT_01,PA_04,MT_03,MT_06,PA_07,PA_03,PA_05
3436,1,29,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,4,,,
3436,1,29,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,7,,,,,,,,,,,,,,
3436,1,29,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,2,,,,
3436,1,29,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,7,,,,,,,,,
3436,1,29,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,3,
3436,1,29,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,3,,,,,,,,
3436,1,29,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,5,,,,,,
3436,1,29,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3436,1,29,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,7,,,,,,,,,,,,
3436,1,29,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,6,,,,,,,
3436,1,29,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3436,1,29,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3436,1,29,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3496,2,19,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,6,,,,,,,,,,
3496,2,19,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3496,2,19,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,1,,,,,,,,,
3496,2,19,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,6,,,,,,,,,,,,,,
3496,2,19,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,2,,,
3496,2,19,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,,,,,,,,,,,,,,,
3496,2,19,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,1,,,,,,,,
3496,2,19,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3496,2,19,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3496,2,19,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,6,,,,,
3496,2,19,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,2,,,,
3496,2,19,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,1,,,,,,,
3496,2,19,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3496,2,19,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,1,,,,,,
3496,2,19,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,4,,,,,,,,,,,,,
3496,2,19,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3517,2,23,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,6,,,,,
3517,2,23,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,3,,,,
3517,2,23,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,4,,,,,,,
3517,2,23,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,6,,,,,,,,,,,,,,
3517,2,23,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3517,2,23,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,1,,,
3517,2,23,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3517,2,23,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,4,,,,,,
3517,2,23,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,3,,,,,,,,
3517,2,23,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,1
3517,2,23,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,1,,,,,,,,,
3517,2,23,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,7,,,,,,,,,,,,
3517,2,23,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,7,,,,,,,,,,
3517,2,23,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,,,,,,,,,,,,,,,
3517,2,23,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,5,,,,,,,,,,,
3517,2,23,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,6,,,,,,,,,,,,,
3553,2,21,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,6,,,,,,,,,,,,,,
3553,2,21,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",1,,,,,,,,,,,,,,,
3553,2,21,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,2,,,,,,,,
3553,2,21,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,6,,,,,,,
3553,2,21,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3553,2,21,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,2,,,,
3553,2,21,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,5,,,,,
3553,2,21,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,3,,,,,,,,,,
3553,2,21,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,5,,,,,,
3553,2,21,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,3,,,
3553,2,21,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,7,,,,,,,,,,,
3553,2,21,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3553,2,21,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,7,,,,,,,,,,,,
3553,2,21,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3553,2,21,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,1,,,,,,,,,
3553,2,21,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3559,2,23,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",4,,,,,,,,,,,,,,,
3559,2,23,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3559,2,23,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,2,,,,,,,,
3559,2,23,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,1,,,
3559,2,23,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,1,,,,,,,
3559,2,23,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,3
3559,2,23,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,5,,,,,,,,,,
3559,2,23,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,5,,,,,,,,,,,,,,
3559,2,23,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,5,,,,,,,,,,,,
3559,2,23,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,3,,,,
3559,2,23,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3559,2,23,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,1,,,,,,,,,
3559,2,23,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,5,,
3559,2,23,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,1,,,,,,
3559,2,23,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,4,,,,,
3559,2,23,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,5,,,,,,,,,,,
3574,1,21,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,4,,,,,,,,
3574,1,21,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3574,1,21,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3574,1,21,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,5,,,,,,,,,,,
3574,1,21,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,6,,,,,,,,,
3574,1,21,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,6,,,,,,,
3574,1,21,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,3,,,
3574,1,21,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,4,,,,,,,,,,
3574,1,21,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",3,,,,,,,,,,,,,,,
3574,1,21,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3574,1,21,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,6,,,,,
3574,1,21,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3574,1,21,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,5,,,,,,,,,,,,,,
3574,1,21,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,5,,,,,,
3574,1,21,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,1,,,,
3574,1,21,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3583,2,21,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,6,,,,,,,,,
3583,2,21,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,6,,,,,,
3583,2,21,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",3,,,,,,,,,,,,,,,
3583,2,21,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,2,,,
3583,2,21,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,5,,,,,,,,,,,,
3583,2,21,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,3,,,,
3583,2,21,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,3
3583,2,21,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,4,,,,,,,,,,
3583,2,21,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,5,,,,,
3583,2,21,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,6,,,,,,,,,,,,,,
3583,2,21,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,6,,,,,,,
3583,2,21,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,5,,,,,,,,
3583,2,21,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,2,
3583,2,21,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3583,2,21,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3583,2,21,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3598,2,20,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,5,,,,,,,,,,,,
3598,2,20,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,2,,,,,,,,,,
3598,2,20,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,1,,,
3598,2,20,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3598,2,20,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,2,,,,,,
3598,2,20,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,2,,,,,,,
3598,2,20,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3598,2,20,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,4,,
3598,2,20,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,6,,,,,,,,,,,,,,
3598,2,20,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,5,,,,
3598,2,20,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,5,,,,,
3598,2,20,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,1,,,,,,,,,
3598,2,20,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,5,
3598,2,20,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,1,,,,,,,,
3598,2,20,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,3
3598,2,20,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",6,,,,,,,,,,,,,,,
3613,2,27,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,5,,,,,,,,,,
3613,2,27,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,3,
3613,2,27,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3613,2,27,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,2,,,
3613,2,27,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3613,2,27,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,1,,,,,,,
3613,2,27,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3613,2,27,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,3,,,,
3613,2,27,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,2,,,,,,,,,
3613,2,27,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,6,,,,,,,,,,,,,,
3613,2,27,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",6,,,,,,,,,,,,,,,
3613,2,27,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,1,,,,,,
3613,2,27,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3613,2,27,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,5,,,,,,,,
3613,2,27,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,5,,,,,
3613,2,27,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,3
3616,2,19,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,2,,,,,
3616,2,19,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3616,2,19,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,1,,,,,,,
3616,2,19,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,3,,
3616,2,19,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,3,
3616,2,19,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,5,,,,
3616,2,19,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,1,,,,,,,,
3616,2,19,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,6,,,,,,,,,,,,,,
3616,2,19,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,5,,,,,,,,,,,
3616,2,19,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,1,,,,,,
3616,2,19,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,3
3616,2,19,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3616,2,19,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,6,,,,,,,,,,
3616,2,19,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,1,,,
3616,2,19,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",3,,,,,,,,,,,,,,,
3616,2,19,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,1,,,,,,,,,
3622,2,20,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,5,,,,,
3622,2,20,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,1,,,,
3622,2,20,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,6,,,,,,,
3622,2,20,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,5,,,,,,,,,,,,,,
3622,2,20,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,3,,,,,,,,,
3622,2,20,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3622,2,20,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",1,,,,,,,,,,,,,,,
3622,2,20,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,4,,,
3622,2,20,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,6,,,,,,,,
3622,2,20,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,6,,,,,,
3622,2,20,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,3,
3622,2,20,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,5,,,,,,,,,,,,
3622,2,20,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,3
3622,2,20,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,2,,,,,,,,,,
3622,2,20,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,6,,
3622,2,20,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3637,1,20,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3637,1,20,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,7,,,,,,,
3637,1,20,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,2
3637,1,20,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,1,,,,
3637,1,20,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,2,,,
3637,1,20,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,4,
3637,1,20,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,1,,,,,,,,,
3637,1,20,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",5,,,,,,,,,,,,,,,
3637,1,20,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,5,,
3637,1,20,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,6,,,,,,
3637,1,20,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,5,,,,,,,,,,,,,,
3637,1,20,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,4,,,,,,,,,,,,,
3637,1,20,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3637,1,20,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,6,,,,,
3637,1,20,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,5,,,,,,,,
3637,1,20,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,2,,,,,,,,,,
3646,2,19,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,7,,
3646,2,19,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",,,,,,,,,,,,,,,,3
3646,2,19,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,5,,,,,,,,
3646,2,19,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,5,,,,,,,,,,,,,
3646,2,19,Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.,,,,,,,,,6,,,,,,,
3646,2,19,Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.,,,,,,,,,,,,,3,,,
3646,2,19,Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.,,,,,,,,,,,,2,,,,
3646,2,19,Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.,,,,,,,,,,7,,,,,,
3646,2,19,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",,,,,,,,,,,,,,,1,
3646,2,19,Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.,,,,,,,4,,,,,,,,,
3646,2,19,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,5,,,,,,,,,,,,,,
3646,2,19,Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.,,,,,,,,,,,5,,,,,
3646,2,19,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,,,,,,,,,,,,,,,
3646,2,19,"Ich kann beurteilen, ob jemand gut singt oder nicht.",,,,,6,,,,,,,,,,,
3646,2,19,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,1,,,,,,,,,,
3646,2,19,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,6,,,,,,,,,,,,
3667,1,27,An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.,,,,,,,,3,,,,,,,,
3667,1,27,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",,,4,,,,,,,,,,,,,
3667,1,27,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",,,,7,,,,,,,,,,,,
3667,1,27,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",,7,,,,,,,,,,,,,,
3667,1,27,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",,,,,,,,,,,,,,7,,
3667,1,27,Ich würde mich selbst nicht als Musiker/-in bezeichnen,,,,,,7,,,,,,,,,,
