"rown","ID","condition","genre","prime_order","probe","wm","wm_response","confidence","question_n","question","rating","mean_rating","open_text","final_eval","knew_piece","EXPRA","sex","age","exp_inf","rep_exp"
1018,"3637","low","rock",2,"GYWLNPHM","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","4","",NA,2,"XXXXX",1,20,"0","1"
1021,"3637","high","rock",2,"LXZNFMHY","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","4","",NA,2,"XXXXX",1,20,"1","2"
1022,"3637","high","rock",2,"LXZNFMHY","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","4","",NA,2,"XXXXX",1,20,"1","2"
1023,"3637","high","rock",2,"LXZNFMHY","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","2","4","",NA,2,"XXXXX",1,20,"1","2"
1024,"3637","high","rock",2,"LXZNFMHY","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","4","",NA,2,"XXXXX",1,20,"1","2"
1030,"3637","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","4","5","",NA,1,"XXXXX",1,20,"2","0"
1031,"3637","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","3","5","",NA,1,"XXXXX",1,20,"2","0"
1032,"3637","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","5","",NA,1,"XXXXX",1,20,"2","0"
1033,"3637","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","5","",NA,1,"XXXXX",1,20,"2","0"
1036,"3637","low","classical",2,"YQGNSXCL","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",1,20,"0","1"
1037,"3637","low","classical",2,"YQGNSXCL","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","6","",NA,1,"XXXXX",1,20,"0","1"
1038,"3637","low","classical",2,"YQGNSXCL","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",1,20,"0","1"
1039,"3637","low","classical",2,"YQGNSXCL","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",1,20,"0","1"
1042,"3637","high","classical",2,"HBRTVNPC","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",1,20,"1","2"
1043,"3637","high","classical",2,"HBRTVNPC","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","6","",NA,1,"XXXXX",1,20,"1","2"
1044,"3637","high","classical",2,"HBRTVNPC","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",1,20,"1","2"
1045,"3637","high","classical",2,"HBRTVNPC","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",1,20,"1","2"
1051,"3646","baseline","rock",2,"CMFSJBNR","1","CNHSJBRH",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","5","",NA,1,"611976",2,19,"2","0"
1052,"3646","baseline","rock",2,"CMFSJBNR","1","CNHSJBRH",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","5","",NA,1,"611976",2,19,"2","0"
1053,"3646","baseline","rock",2,"CMFSJBNR","1","CNHSJBRH",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","3","5","",NA,1,"611976",2,19,"2","0"
1054,"3646","baseline","rock",2,"CMFSJBNR","1","CNHSJBRH",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,1,"611976",2,19,"2","0"
1057,"3646","low","rock",2,"GYWLNPHM","1","GLWYNPHM",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","5","",NA,1,"611976",2,19,"0","1"
1058,"3646","low","rock",2,"GYWLNPHM","1","GLWYNPHM",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","5","",NA,1,"611976",2,19,"0","1"
1059,"3646","low","rock",2,"GYWLNPHM","1","GLWYNPHM",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","5","",NA,1,"611976",2,19,"0","1"
1060,"3646","low","rock",2,"GYWLNPHM","1","GLWYNPHM",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,1,"611976",2,19,"0","1"
1063,"3646","high","rock",2,"LXZNFMHY","1","LXZYFMHY",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"611976",2,19,"1","2"
1064,"3646","high","rock",2,"LXZNFMHY","1","LXZYFMHY",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"611976",2,19,"1","2"
1065,"3646","high","rock",2,"LXZNFMHY","1","LXZYFMHY",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"611976",2,19,"1","2"
1066,"3646","high","rock",2,"LXZNFMHY","1","LXZYFMHY",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"611976",2,19,"1","2"
1072,"3646","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",5,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","6","",NA,1,"611976",2,19,"2","0"
1073,"3646","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",5,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","6","",NA,1,"611976",2,19,"2","0"
1074,"3646","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",5,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"611976",2,19,"2","0"
1075,"3646","baseline","classical",2,"TBHNLXMZ","1","TBHNLXMZ",5,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"611976",2,19,"2","0"
1078,"3646","low","classical",2,"YQGNSXCL","1","YQGNSXCL",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,1,"611976",2,19,"0","1"
1079,"3646","low","classical",2,"YQGNSXCL","1","YQGNSXCL",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","3","5","",NA,1,"611976",2,19,"0","1"
1080,"3646","low","classical",2,"YQGNSXCL","1","YQGNSXCL",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","5","",NA,1,"611976",2,19,"0","1"
1081,"3646","low","classical",2,"YQGNSXCL","1","YQGNSXCL",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,1,"611976",2,19,"0","1"
1084,"3646","high","classical",2,"HBRTVNPC","1","HBRBVNCR",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"611976",2,19,"1","2"
1085,"3646","high","classical",2,"HBRTVNPC","1","HBRBVNCR",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"611976",2,19,"1","2"
1086,"3646","high","classical",2,"HBRTVNPC","1","HBRBVNCR",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"611976",2,19,"1","2"
1087,"3646","high","classical",2,"HBRTVNPC","1","HBRBVNCR",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"611976",2,19,"1","2"
1093,"3667","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","5","",NA,1,"824852",1,27,"2","0"
1094,"3667","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","5","",NA,1,"824852",1,27,"2","0"
1095,"3667","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","5","",NA,1,"824852",1,27,"2","0"
1096,"3667","baseline","rock",1,"RCYMGWBS","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,1,"824852",1,27,"2","0"
1099,"3667","high","rock",1,"GDRXBZYH","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"824852",1,27,"1","1"
1100,"3667","high","rock",1,"GDRXBZYH","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"824852",1,27,"1","1"
1101,"3667","high","rock",1,"GDRXBZYH","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,1,"824852",1,27,"1","1"
1102,"3667","high","rock",1,"GDRXBZYH","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"824852",1,27,"1","1"
1105,"3667","low","rock",1,"QNVFYBLT","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"824852",1,27,"0","2"
1106,"3667","low","rock",1,"QNVFYBLT","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"824852",1,27,"0","2"
1107,"3667","low","rock",1,"QNVFYBLT","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,1,"824852",1,27,"0","2"
1108,"3667","low","rock",1,"QNVFYBLT","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"824852",1,27,"0","2"
1114,"3667","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,1,"824852",1,27,"2","0"
1115,"3667","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","5","",NA,1,"824852",1,27,"2","0"
1116,"3667","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","5","",NA,1,"824852",1,27,"2","0"
1117,"3667","baseline","classical",1,"GTVXCRHS","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,1,"824852",1,27,"2","0"
1120,"3667","high","classical",1,"HZSCMJPR","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"824852",1,27,"1","1"
1121,"3667","high","classical",1,"HZSCMJPR","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"824852",1,27,"1","1"
1122,"3667","high","classical",1,"HZSCMJPR","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","6","",NA,1,"824852",1,27,"1","1"
1123,"3667","high","classical",1,"HZSCMJPR","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"824852",1,27,"1","1"
1126,"3667","low","classical",1,"PLBCWYZN","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"824852",1,27,"0","2"
1127,"3667","low","classical",1,"PLBCWYZN","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"824852",1,27,"0","2"
1128,"3667","low","classical",1,"PLBCWYZN","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","6","",NA,1,"824852",1,27,"0","2"
1129,"3667","low","classical",1,"PLBCWYZN","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"824852",1,27,"0","2"
1135,"3721","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","4","4","",NA,4,"XXXXX",1,22,"2","0"
1136,"3721","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","4","4","",NA,4,"XXXXX",1,22,"2","0"
1137,"3721","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","4","",NA,4,"XXXXX",1,22,"2","0"
1138,"3721","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","4","4","",NA,4,"XXXXX",1,22,"2","0"
1141,"3721","low","classical",2,"YQGNSXCL","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","4","4","",NA,4,"XXXXX",1,22,"0","1"
1142,"3721","low","classical",2,"YQGNSXCL","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","4","4","",NA,4,"XXXXX",1,22,"0","1"
1143,"3721","low","classical",2,"YQGNSXCL","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","4","",NA,4,"XXXXX",1,22,"0","1"
1144,"3721","low","classical",2,"YQGNSXCL","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","4","4","",NA,4,"XXXXX",1,22,"0","1"
1147,"3721","high","classical",2,"HBRTVNPC","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","4","4","",NA,4,"XXXXX",1,22,"1","2"
1148,"3721","high","classical",2,"HBRTVNPC","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","4","4","",NA,4,"XXXXX",1,22,"1","2"
1149,"3721","high","classical",2,"HBRTVNPC","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","4","",NA,4,"XXXXX",1,22,"1","2"
1150,"3721","high","classical",2,"HBRTVNPC","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","4","4","",NA,4,"XXXXX",1,22,"1","2"
1156,"3721","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","4","4","",NA,3,"XXXXX",1,22,"2","0"
1157,"3721","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","4","4","",NA,3,"XXXXX",1,22,"2","0"
1158,"3721","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","4","",NA,3,"XXXXX",1,22,"2","0"
1159,"3721","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","4","4","",NA,3,"XXXXX",1,22,"2","0"
1162,"3721","low","rock",2,"GYWLNPHM","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","4","4","",NA,3,"XXXXX",1,22,"0","1"
1163,"3721","low","rock",2,"GYWLNPHM","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","4","4","",NA,3,"XXXXX",1,22,"0","1"
1164,"3721","low","rock",2,"GYWLNPHM","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","4","",NA,3,"XXXXX",1,22,"0","1"
1165,"3721","low","rock",2,"GYWLNPHM","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","4","4","",NA,3,"XXXXX",1,22,"0","1"
1168,"3721","high","rock",2,"LXZNFMHY","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","4","4","",NA,3,"XXXXX",1,22,"1","2"
1169,"3721","high","rock",2,"LXZNFMHY","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","4","4","",NA,3,"XXXXX",1,22,"1","2"
1170,"3721","high","rock",2,"LXZNFMHY","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","4","4","",NA,3,"XXXXX",1,22,"1","2"
1171,"3721","high","rock",2,"LXZNFMHY","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","4","4","",NA,3,"XXXXX",1,22,"1","2"
1177,"3742","baseline","classical",2,"TBHNLXMZ","1","TBHMLX",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,1,"992753",2,20,"2","0"
1178,"3742","baseline","classical",2,"TBHNLXMZ","1","TBHMLX",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,1,"992753",2,20,"2","0"
1179,"3742","baseline","classical",2,"TBHNLXMZ","1","TBHMLX",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,1,"992753",2,20,"2","0"
1180,"3742","baseline","classical",2,"TBHNLXMZ","1","TBHMLX",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,1,"992753",2,20,"2","0"
1183,"3742","low","classical",2,"YQGNSXCL","1","YCGHXK",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"992753",2,20,"0","1"
1184,"3742","low","classical",2,"YQGNSXCL","1","YCGHXK",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"992753",2,20,"0","1"
1185,"3742","low","classical",2,"YQGNSXCL","1","YCGHXK",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"992753",2,20,"0","1"
1186,"3742","low","classical",2,"YQGNSXCL","1","YCGHXK",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"992753",2,20,"0","1"
1198,"3742","baseline","rock",2,"CMFSJBNR","1","CBRJKNR",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,5,"992753",2,20,"2","0"
1199,"3742","baseline","rock",2,"CMFSJBNR","1","CBRJKNR",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,5,"992753",2,20,"2","0"
1200,"3742","baseline","rock",2,"CMFSJBNR","1","CBRJKNR",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,5,"992753",2,20,"2","0"
1201,"3742","baseline","rock",2,"CMFSJBNR","1","CBRJKNR",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,5,"992753",2,20,"2","0"
1204,"3742","low","rock",2,"GYWLNPHM","1","GYWRTNHM",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,5,"992753",2,20,"0","1"
1205,"3742","low","rock",2,"GYWLNPHM","1","GYWRTNHM",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,5,"992753",2,20,"0","1"
1206,"3742","low","rock",2,"GYWLNPHM","1","GYWRTNHM",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,5,"992753",2,20,"0","1"
1207,"3742","low","rock",2,"GYWLNPHM","1","GYWRTNHM",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,5,"992753",2,20,"0","1"
1210,"3742","high","rock",2,"LXZNFMHY","1","LMXCHGB",1,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,5,"992753",2,20,"1","2"
1211,"3742","high","rock",2,"LXZNFMHY","1","LMXCHGB",1,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,5,"992753",2,20,"1","2"
1212,"3742","high","rock",2,"LXZNFMHY","1","LMXCHGB",1,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,5,"992753",2,20,"1","2"
1213,"3742","high","rock",2,"LXZNFMHY","1","LMXCHGB",1,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,5,"992753",2,20,"1","2"
1219,"3751","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","5","",NA,1,"933902",2,21,"2","0"
1220,"3751","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","5","",NA,1,"933902",2,21,"2","0"
1221,"3751","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","5","",NA,1,"933902",2,21,"2","0"
1222,"3751","baseline","rock",2,"CMFSJBNR","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","2","5","",NA,1,"933902",2,21,"2","0"
1225,"3751","low","rock",2,"GYWLNPHM","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"933902",2,21,"0","1"
1226,"3751","low","rock",2,"GYWLNPHM","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"933902",2,21,"0","1"
1227,"3751","low","rock",2,"GYWLNPHM","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"933902",2,21,"0","1"
1228,"3751","low","rock",2,"GYWLNPHM","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","6","",NA,1,"933902",2,21,"0","1"
1231,"3751","high","rock",2,"LXZNFMHY","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","5","5","",NA,1,"933902",2,21,"1","2"
1232,"3751","high","rock",2,"LXZNFMHY","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","5","5","",NA,1,"933902",2,21,"1","2"
1233,"3751","high","rock",2,"LXZNFMHY","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","5","",NA,1,"933902",2,21,"1","2"
1234,"3751","high","rock",2,"LXZNFMHY","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","5","",NA,1,"933902",2,21,"1","2"
1240,"3751","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","7","7","",NA,2,"933902",2,21,"2","0"
1241,"3751","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","7","7","",NA,2,"933902",2,21,"2","0"
1242,"3751","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","7","7","",NA,2,"933902",2,21,"2","0"
1243,"3751","baseline","classical",2,"TBHNLXMZ","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","7","7","",NA,2,"933902",2,21,"2","0"
1246,"3751","low","classical",2,"YQGNSXCL","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,2,"933902",2,21,"0","1"
1247,"3751","low","classical",2,"YQGNSXCL","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,2,"933902",2,21,"0","1"
1248,"3751","low","classical",2,"YQGNSXCL","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,2,"933902",2,21,"0","1"
1249,"3751","low","classical",2,"YQGNSXCL","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"933902",2,21,"0","1"
1252,"3751","high","classical",2,"HBRTVNPC","0",NA,NA,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,2,"933902",2,21,"1","2"
1253,"3751","high","classical",2,"HBRTVNPC","0",NA,NA,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,2,"933902",2,21,"1","2"
1254,"3751","high","classical",2,"HBRTVNPC","0",NA,NA,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,2,"933902",2,21,"1","2"
1255,"3751","high","classical",2,"HBRTVNPC","0",NA,NA,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,2,"933902",2,21,"1","2"
1261,"3760","baseline","classical",2,"TBHNLXMZ","1","TBKLNXZ",4,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,30,"2","0"
1262,"3760","baseline","classical",2,"TBHNLXMZ","1","TBKLNXZ",4,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,30,"2","0"
1263,"3760","baseline","classical",2,"TBHNLXMZ","1","TBKLNXZ",4,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","6","6","",NA,1,"XXXXX",2,30,"2","0"
1264,"3760","baseline","classical",2,"TBHNLXMZ","1","TBKLNXZ",4,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","6","6","",NA,1,"XXXXX",2,30,"2","0"
1267,"3760","low","classical",2,"YQGNSXCL","1","CQTLNX",2,"Interpretation","Wie sehr gefiel Ihnen die Interpretation insgesamt? ","6","6","",NA,1,"XXXXX",2,30,"0","1"
1268,"3760","low","classical",2,"YQGNSXCL","1","CQTLNX",2,"Timing/Rhythm","Wie sehr mochten Sie das Timing und den Rhythmus der Performance?","6","6","",NA,1,"XXXXX",2,30,"0","1"
1269,"3760","low","classical",2,"YQGNSXCL","1","CQTLNX",2,"Tone Quality","Wie sehr gefiel Ihnen die Tonqualität der Performance? ","5","6","",NA,1,"XXXXX",2,30,"0","1"
1270,"3760","low","classical",2,"YQGNSXCL","1","CQTLNX",2,"Expressiveness","Wie gut gefiel Ihnen die Ausdrucksstärke der Interpretation? ","5","6","",NA,1,"XXXXX",2,30,"0","1"
